,location,total_sqft,bath,price,bhk
2447,Electronic City,1125.0,2.0,58.0,2
2449,Electronic City,1575.0,3.0,101.0,3
2451,Electronic City,550.0,1.0,12.0,1
2453,Electronic City,1500.0,2.0,78.25,3
2454,Electronic City,1363.0,2.0,79.0,2
2457,Electronic City,1108.0,2.0,67.15,2
2459,Electronic City,1128.0,2.0,65.7,2
2462,Electronic City,630.0,1.0,60.0,1
2464,Electronic City,1650.0,3.0,100.0,3
2468,Electronic City,1449.0,3.0,90.0,3
2470,Electronic City,1070.0,2.0,58.0,2
2472,Electronic City,1500.0,2.0,75.0,3
2475,Electronic City,2435.0,4.0,119.0,4
2476,Electronic City,630.0,1.0,47.0,1
2481,Electronic City,1073.0,2.0,60.0,2
2482,Electronic City,1500.0,2.0,78.0,3
2485,Electronic City,1296.0,2.0,65.0,2
2486,Electronic City,1140.0,2.0,70.93,2
2492,Electronic City,2093.0,4.0,104.0,4
2493,Electronic City,1025.0,2.0,53.9,2
2494,Electronic City,940.0,2.0,54.0,2
2495,Electronic City,435.0,1.0,21.0,1
2496,Electronic City,1500.0,2.0,77.5,3
2497,Electronic City,1631.0,3.0,80.0,3
2498,Electronic City,1355.0,2.0,67.0,2
2501,Electronic City,435.0,1.0,22.0,1
2504,Electronic City,770.0,1.0,39.9,2
2506,Electronic City,1128.0,2.0,64.0,2
2507,Electronic City,605.0,1.0,13.31,1
2509,Electronic City,530.0,1.0,13.5,1
2510,Electronic City,1070.0,2.0,53.0,2
2513,Electronic City,1571.0,3.0,83.0,3
2515,Electronic City,1350.0,3.0,66.0,3
2516,Electronic City,1652.0,3.0,110.0,3
2520,Electronic City,1128.0,2.0,65.58,2
2521,Electronic City,1355.0,2.0,97.6,2
2522,Electronic City,635.0,1.0,28.0,1
2523,Electronic City,1128.0,2.0,65.4,2
2526,Electronic City,1355.0,2.0,72.9,2
2531,Electronic City,1609.0,3.0,115.0,3
2537,Electronic City,1108.0,2.0,63.0,2
2538,Electronic City,630.0,1.0,40.5,1
2541,Electronic City,605.0,1.0,22.0,1
2545,Electronic City,1360.0,2.0,70.0,3
2546,Electronic City,635.0,1.0,28.0,1
2547,Electronic City,1800.0,3.0,190.0,4
2548,Electronic City,1128.0,2.0,65.45,2
2554,Electronic City,1360.0,2.0,58.0,3
2555,Electronic City,630.0,1.0,46.0,1
2558,Electronic City,630.0,1.0,33.7,1
2562,Electronic City,1400.0,3.0,90.0,3
2563,Electronic City,1287.0,3.0,55.0,3
2564,Electronic City,1800.0,3.0,700.0,4
2565,Electronic City,1258.0,2.0,85.5,2
2566,Electronic City,1386.0,2.0,85.0,2
2567,Electronic City,550.0,1.0,27.0,1
2570,Electronic City,1070.0,2.0,55.0,2
2571,Electronic City,1342.0,2.0,72.0,2
2572,Electronic City,1275.0,3.0,70.0,3
2573,Electronic City,770.0,1.0,38.0,2
2578,Electronic City,1644.0,3.0,92.59,3
2579,Electronic City,1250.0,2.0,62.0,2
2582,Electronic City,418.0,1.0,12.0,1
2583,Electronic City,1128.0,2.0,64.8,2
2586,Electronic City,1060.0,2.0,55.0,2
2587,Electronic City,710.0,1.0,40.42,1
2590,Electronic City,1275.0,3.0,63.43,3
2591,Electronic City,1518.0,3.0,75.0,3
2592,Electronic City,1090.0,2.0,31.48,1
2595,Electronic City,1060.0,2.0,55.0,2
2597,Electronic City,1353.0,2.0,75.0,2
2599,Electronic City,1128.0,2.0,67.0,2
2600,Electronic City,1070.0,2.0,57.0,2
2601,Electronic City,1700.0,3.0,90.0,3
2603,Electronic City,750.0,1.0,35.0,1
2605,Electronic City,1070.0,2.0,60.0,2
2610,Electronic City,1200.0,4.0,125.0,4
2611,Electronic City,1615.0,3.0,97.0,3
2613,Electronic City,1221.0,2.0,68.0,2
2614,Electronic City,1200.0,3.0,150.0,3
2616,Electronic City,1500.0,3.0,73.0,3
2618,Electronic City,1342.0,2.0,90.0,2
2620,Electronic City,1128.0,2.0,63.5,2
2621,Electronic City,589.0,1.0,29.0,1
2624,Electronic City,1575.0,3.0,94.5,3
2626,Electronic City,1025.0,2.0,54.0,2
2627,Electronic City,1500.0,2.0,70.0,3
2628,Electronic City,1500.0,2.0,64.5,3
2630,Electronic City,2093.0,4.0,134.0,4
2632,Electronic City,1355.0,2.0,73.0,2
2633,Electronic City,1360.0,2.0,64.99,3
2634,Electronic City,2010.0,3.0,201.0,3
2636,Electronic City Phase II,1056.0,2.0,39.07,2
2637,Electronic City Phase II,1020.0,2.0,30.6,2
2638,Electronic City Phase II,1069.0,2.0,45.0,2
2639,Electronic City Phase II,630.0,1.0,28.35,1
2641,Electronic City Phase II,1000.0,2.0,25.0,2
2642,Electronic City Phase II,1090.0,2.0,28.34,2
2643,Electronic City Phase II,2225.0,4.0,98.88,4
2644,Electronic City Phase II,630.0,1.0,40.0,1
2645,Electronic City Phase II,2400.0,3.0,150.0,2
2647,Electronic City Phase II,775.0,2.0,38.0,2
2648,Electronic City Phase II,1266.0,2.0,59.0,2
2649,Electronic City Phase II,1000.0,2.0,28.88,2
2652,Electronic City Phase II,972.0,2.0,44.0,2
2654,Electronic City Phase II,1031.0,2.0,55.0,2
2655,Electronic City Phase II,1003.0,2.0,40.6,2
2656,Electronic City Phase II,1031.0,2.0,56.35,2
2658,Electronic City Phase II,1205.0,2.0,75.0,2
2659,Electronic City Phase II,1395.0,2.0,62.78,3
2660,Electronic City Phase II,1160.0,2.0,33.5,2
2661,Electronic City Phase II,1065.0,2.0,30.75,2
2662,Electronic City Phase II,1219.0,2.0,61.25,2
2664,Electronic City Phase II,1000.0,2.0,28.88,2
2665,Electronic City Phase II,1790.0,3.0,100.0,3
2666,Electronic City Phase II,769.0,2.0,40.0,2
2668,Electronic City Phase II,900.0,2.0,32.5,2
2671,Electronic City Phase II,993.0,2.0,50.0,3
2672,Electronic City Phase II,1418.0,3.0,52.47,3
2673,Electronic City Phase II,1070.0,2.0,45.0,2
2676,Electronic City Phase II,1140.0,2.0,33.06,2
2677,Electronic City Phase II,1089.0,2.0,32.67,2
2678,Electronic City Phase II,1031.0,2.0,55.0,2
2679,Electronic City Phase II,1253.0,2.0,65.8,2
2681,Electronic City Phase II,1160.0,2.0,33.5,2
2682,Electronic City Phase II,975.0,2.0,45.0,3
2683,Electronic City Phase II,6000.0,4.0,260.0,4
2684,Electronic City Phase II,1116.0,2.0,37.0,2
2685,Electronic City Phase II,1125.0,2.0,29.25,2
2686,Electronic City Phase II,1000.0,2.0,28.88,2
2687,Electronic City Phase II,1000.0,2.0,28.88,2
2688,Electronic City Phase II,1000.0,2.0,28.88,2
2689,Electronic City Phase II,1165.0,2.0,30.29,2
2690,Electronic City Phase II,3550.0,2.0,167.5,4
2691,Electronic City Phase II,1031.0,2.0,53.0,2
2693,Electronic City Phase II,1065.0,2.0,30.88,2
2695,Electronic City Phase II,1549.0,3.0,80.0,3
2696,Electronic City Phase II,1065.0,2.0,56.13,2
2698,Electronic City Phase II,920.0,2.0,26.0,2
2699,Electronic City Phase II,1140.0,2.0,33.84,2
2700,Electronic City Phase II,1219.0,2.0,61.26,2
2701,Electronic City Phase II,1252.0,2.0,65.0,3
2702,Electronic City Phase II,1125.0,2.0,32.49,2
2704,Electronic City Phase II,1286.0,2.0,69.0,2
2706,Electronic City Phase II,1140.0,2.0,32.92,2
2707,Electronic City Phase II,1116.0,2.0,40.0,2
2708,Electronic City Phase II,1150.0,3.0,46.0,3
2709,Electronic City Phase II,1192.0,2.0,47.0,3
2711,Electronic City Phase II,1020.0,2.0,32.0,2
2712,Electronic City Phase II,1900.0,3.0,97.0,4
2713,Electronic City Phase II,1020.0,2.0,27.43,2
2714,Electronic City Phase II,1025.0,2.0,26.65,2
2715,Electronic City Phase II,1020.0,2.0,29.45,2
2716,Electronic City Phase II,1000.0,2.0,28.88,2
2718,Electronic City Phase II,1140.0,2.0,28.5,2
2719,Electronic City Phase II,1125.0,2.0,32.49,2
2720,Electronic City Phase II,1200.0,2.0,34.65,2
2721,Electronic City Phase II,1160.0,2.0,52.2,2
2722,Electronic City Phase II,1244.0,2.0,55.0,2
2723,Electronic City Phase II,1160.0,2.0,33.51,2
2726,Electronic City Phase II,972.0,2.0,40.0,2
2727,Electronic City Phase II,1160.0,2.0,33.51,2
2729,Electronic City Phase II,1090.0,2.0,31.48,2
2730,Electronic City Phase II,1140.0,2.0,32.92,2
2731,Electronic City Phase II,650.0,1.0,35.0,1
2732,Electronic City Phase II,1155.0,2.0,57.0,2
2733,Electronic City Phase II,1800.0,3.0,92.0,3
2734,Electronic City Phase II,1300.0,2.0,28.0,2
2735,Electronic City Phase II,1940.0,4.0,116.0,3
2736,Electronic City Phase II,1160.0,2.0,33.5,2
2737,Electronic City Phase II,1025.0,2.0,29.6,2
2738,Electronic City Phase II,829.0,2.0,22.8,2
2739,Electronic City Phase II,2187.5,4.0,105.0,4
2740,Electronic City Phase II,1252.0,2.0,67.0,2
2742,Electronic City Phase II,1125.0,2.0,32.63,2
2743,Electronic City Phase II,1140.0,2.0,34.0,2
2746,Electronic City Phase II,1252.0,2.0,65.0,3
2747,Electronic City Phase II,1135.0,2.0,46.0,2
2748,Electronic City Phase II,1305.0,3.0,65.0,3
2749,Electronic City Phase II,1165.0,2.0,33.64,2
2751,Electronic City Phase II,1200.0,1.0,295.0,1
2752,Electronic City Phase II,1336.0,2.0,50.35,3
2753,Electronic City Phase II,575.0,1.0,16.75,1
2754,Electronic City Phase II,925.0,2.0,49.82,3
2755,Electronic City Phase II,1065.0,2.0,30.76,2
2756,Electronic City Phase II,1065.0,2.0,30.75,2
2757,Electronic City Phase II,1140.0,2.0,33.06,2
2758,Electronic City Phase II,911.0,2.0,26.5,2
2759,Electronic City Phase II,1200.0,2.0,34.65,2
2760,Electronic City Phase II,1031.0,2.0,54.48,2
2764,Electronics City Phase 1,1475.0,3.0,78.29,3
2765,Electronics City Phase 1,1490.0,3.0,78.8,3
2767,Electronics City Phase 1,1490.0,3.0,84.0,3
2770,Electronics City Phase 1,630.0,1.0,39.0,1
2771,Electronics City Phase 1,785.0,1.0,55.0,1
2774,Electronics City Phase 1,1750.0,3.0,84.0,3
2777,Electronics City Phase 1,2040.0,3.0,137.0,3
2779,Electronics City Phase 1,1015.0,2.0,56.0,2
2780,Electronics City Phase 1,1595.0,3.0,75.0,3
2781,Electronics City Phase 1,1515.0,2.0,80.91,3
2783,Electronics City Phase 1,1555.0,2.0,82.0,3
2784,Electronics City Phase 1,1340.0,2.0,75.0,2
2785,Electronics City Phase 1,650.0,1.0,23.0,1
2786,Electronics City Phase 1,1124.0,2.0,55.0,3
2788,Electronics City Phase 1,755.0,1.0,42.41,1
2790,Electronics City Phase 1,580.0,1.0,27.0,1
2794,Electronics City Phase 1,1175.0,2.0,69.0,2
2798,Electronics City Phase 1,1350.0,3.0,71.0,3
2801,Electronics City Phase 1,635.0,1.0,26.0,1
2802,Electronics City Phase 1,1190.0,2.0,68.0,2
2805,Electronics City Phase 1,1450.0,3.0,72.54,3
2806,Electronics City Phase 1,360.0,1.0,16.9,1
2807,Electronics City Phase 1,638.0,1.0,32.0,1
2808,Electronics City Phase 1,1175.0,2.0,64.98,2
2809,Electronics City Phase 1,585.0,1.0,21.0,1
2812,Electronics City Phase 1,1025.0,2.0,90.0,2
2813,Electronics City Phase 1,1125.0,2.0,65.0,2
2815,Electronics City Phase 1,1550.0,2.0,82.0,3
2816,Electronics City Phase 1,645.0,1.0,42.5,1
2818,Electronics City Phase 1,762.5,1.0,45.4,1
2819,Electronics City Phase 1,1245.0,2.0,75.0,2
2822,Electronics City Phase 1,1450.0,3.0,70.0,3
2825,Electronics City Phase 1,1800.0,3.0,93.0,3
2827,Electronics City Phase 1,1170.0,2.0,62.0,2
2828,Electronics City Phase 1,1450.0,3.0,79.0,3
2843,Electronics City Phase 1,640.0,1.0,45.0,1
2847,Electronics City Phase 1,755.0,1.0,30.12,1
2849,Electronics City Phase 1,1700.0,3.0,111.0,3
2850,Frazer Town,1625.0,2.0,75.0,2
2851,Frazer Town,1700.0,3.0,180.0,3
2854,Frazer Town,1870.0,3.0,185.0,3
2855,Frazer Town,1750.0,3.0,150.0,3
2857,Frazer Town,2000.0,3.0,200.0,3
2858,Frazer Town,3500.0,4.0,330.0,3
2859,Frazer Town,2350.0,4.0,285.0,3
2860,Frazer Town,2350.0,2.0,423.0,5
2861,Frazer Town,1550.0,2.0,140.0,2
2863,Frazer Town,2560.0,3.0,265.0,3
2864,Frazer Town,2400.0,3.0,260.0,3
2865,Frazer Town,2560.0,3.0,288.0,3
2866,Frazer Town,3436.0,5.0,341.0,4
2868,Frazer Town,1315.0,2.0,140.0,2
2869,Frazer Town,1706.0,3.0,154.0,3
2870,Frazer Town,2079.0,3.0,220.0,3
2871,Frazer Town,3435.0,2.0,341.0,4
2872,Frazer Town,3436.0,5.0,345.0,4
2873,Frazer Town,560.0,1.0,90.0,1
2874,Frazer Town,3100.0,3.0,400.0,3
2876,Frazer Town,1180.0,2.0,105.0,2
2877,Frazer Town,2900.0,4.0,325.0,4
2878,Frazer Town,2801.25,4.0,462.0,5
2879,Frazer Town,1200.0,2.0,78.0,2
2880,Frazer Town,2214.0,3.0,350.0,3
2881,Frazer Town,1870.0,3.0,180.0,3
2882,Frazer Town,4100.0,4.0,660.0,4
2883,Frazer Town,896.0,1.0,100.0,1
2884,Frazer Town,1420.0,2.0,120.0,2
2885,GM Palaya,1820.0,2.0,86.0,3
2886,GM Palaya,1000.0,2.0,36.0,2
2887,GM Palaya,1225.0,2.0,47.0,2
2888,GM Palaya,1140.0,2.0,48.95,2
2889,GM Palaya,1315.0,2.0,65.0,3
2890,GM Palaya,1030.0,2.0,60.0,2
2891,GM Palaya,1000.0,2.0,35.0,2
2892,GM Palaya,1315.0,3.0,65.0,3
2893,GM Palaya,1315.0,3.0,64.0,3
2894,GM Palaya,1735.0,3.0,70.0,3
2895,GM Palaya,1643.0,2.0,70.0,3
2896,GM Palaya,675.0,1.0,35.0,1
2897,Garudachar Palya,1325.0,2.0,60.8,3
2898,Garudachar Palya,1060.0,2.0,48.7,2
2899,Garudachar Palya,1960.0,3.0,160.0,3
2900,Garudachar Palya,1150.0,2.0,52.75,2
2901,Garudachar Palya,1295.0,2.0,59.5,3
2902,Garudachar Palya,1320.0,2.0,60.6,3
2903,Garudachar Palya,1295.0,2.0,59.5,3
2904,Garudachar Palya,1150.0,2.0,52.8,2
2905,Garudachar Palya,1150.0,2.0,52.8,2
2906,Garudachar Palya,4500.0,5.0,400.0,4
2907,Garudachar Palya,1060.0,2.0,48.5,2
2908,Garudachar Palya,1150.0,2.0,52.5,2
2909,Garudachar Palya,1325.0,2.0,60.8,3
2910,Garudachar Palya,1060.0,2.0,48.66,2
2911,Garudachar Palya,1150.0,2.0,52.0,2
2912,Garudachar Palya,1610.0,2.0,119.0,3
2913,Garudachar Palya,1154.0,2.0,51.8,2
2915,Giri Nagar,2400.0,4.0,400.0,4
2916,Giri Nagar,1800.0,3.0,252.0,3
2917,Giri Nagar,650.0,2.0,42.0,2
2918,Giri Nagar,4500.0,5.0,250.0,7
2919,Giri Nagar,1350.0,3.0,240.0,3
2920,Giri Nagar,2400.0,4.0,400.0,4
2921,Giri Nagar,3000.0,4.0,375.0,6
2922,Giri Nagar,2400.0,6.0,400.0,6
2923,Giri Nagar,4000.0,3.0,750.0,4
2924,Giri Nagar,600.0,1.0,125.0,1
2925,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2926,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2928,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2930,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2931,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2932,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2933,Gollarapalya Hosahalli,996.0,2.0,49.0,2
2934,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2935,Gollarapalya Hosahalli,996.0,2.0,36.5,2
2936,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2937,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2938,Gottigere,1100.0,2.0,40.0,2
2939,Gottigere,967.0,2.0,45.0,2
2940,Gottigere,891.0,2.0,25.0,2
2941,Gottigere,1618.0,3.0,82.5,3
2942,Gottigere,1222.0,2.0,63.0,2
2943,Gottigere,1200.0,2.0,95.0,2
2945,Gottigere,1300.0,3.0,65.0,3
2946,Gottigere,950.0,2.0,38.0,2
2947,Gottigere,1153.0,2.0,48.5,2
2948,Gottigere,812.0,1.0,26.0,1
2950,Gottigere,1460.0,2.0,65.0,3
2951,Gottigere,1500.0,3.0,70.0,3
2952,Gottigere,1621.0,3.0,72.0,3
2953,Gottigere,1304.0,3.0,80.0,3
2954,Gottigere,812.0,1.0,26.0,1
2955,Gottigere,990.0,2.0,40.0,2
2956,Gottigere,1235.0,2.0,63.0,2
2957,Gottigere,1385.0,3.0,64.0,3
2958,Gottigere,1000.0,2.0,35.0,2
2959,Gottigere,1075.0,2.0,30.0,2
2960,Gottigere,1010.0,2.0,35.0,2
2962,Gottigere,1410.0,2.0,45.0,2
2963,Gottigere,1380.0,2.0,95.0,3
2965,Gottigere,1435.0,2.0,62.0,3
2966,Gottigere,945.0,2.0,45.0,2
2967,Gottigere,1500.0,4.0,100.0,5
2969,Gottigere,2500.0,3.0,120.0,4
2970,Gottigere,1230.0,2.0,52.0,3
2971,Gottigere,1120.0,2.0,50.0,2
2972,Gottigere,1500.0,3.0,63.0,3
2973,Gottigere,1200.0,2.0,40.0,2
2974,Gottigere,1280.0,2.0,61.0,2
2975,Gottigere,1806.0,1.0,150.0,1
2976,Gottigere,1205.0,2.0,56.58,2
2977,Gottigere,1170.0,2.0,40.0,2
2978,Gottigere,1100.0,2.0,28.0,2
2980,Gottigere,1613.0,3.0,72.0,3
2981,Gottigere,1493.0,2.0,90.0,3
2982,Gottigere,1110.0,2.0,36.25,2
2983,Gottigere,1245.0,2.0,59.0,2
2984,Gottigere,1200.0,2.0,50.0,2
2985,Green Glen Layout,1575.0,3.0,125.0,3
2986,Green Glen Layout,1670.0,3.0,120.0,3
2987,Green Glen Layout,3250.0,4.0,230.0,4
2988,Green Glen Layout,1776.42,3.0,105.0,3
2989,Green Glen Layout,3250.0,4.0,230.0,4
2990,Green Glen Layout,940.0,2.0,56.8,2
2991,Green Glen Layout,1050.0,2.0,48.0,2
2992,Green Glen Layout,1725.0,3.0,130.0,3
2993,Green Glen Layout,1075.0,2.0,60.0,2
2994,Green Glen Layout,1485.0,3.0,115.0,3
2995,Green Glen Layout,1715.0,3.0,115.0,3
2996,Green Glen Layout,1751.0,2.0,115.0,3
2997,Green Glen Layout,1750.0,3.0,130.0,3
2998,Green Glen Layout,1530.0,3.0,105.0,3
2999,Green Glen Layout,1630.0,3.0,68.0,3
3000,Green Glen Layout,1752.0,3.0,105.0,3
3001,Green Glen Layout,1680.0,4.0,95.0,3
3002,Green Glen Layout,2000.0,3.0,165.0,3
3003,Green Glen Layout,1970.0,3.0,160.0,3
3004,Green Glen Layout,1728.0,3.0,125.0,3
3005,Green Glen Layout,1645.0,3.0,110.0,3
3006,Green Glen Layout,1517.0,3.0,100.0,3
3007,Green Glen Layout,3150.0,4.0,218.0,4
3009,Green Glen Layout,1750.0,3.0,120.0,3
3010,Green Glen Layout,1740.0,3.0,80.0,3
3011,Green Glen Layout,1750.0,3.0,81.0,3
3012,Green Glen Layout,1751.0,3.0,115.0,3
3013,Green Glen Layout,1750.0,3.0,105.0,3
3014,Green Glen Layout,1885.0,3.0,135.0,3
3015,Green Glen Layout,1625.0,3.0,70.0,3
3016,Green Glen Layout,1715.0,3.0,120.0,3
3017,Green Glen Layout,1623.29,2.0,105.0,3
3018,Green Glen Layout,1715.0,3.0,115.0,3
3019,Green Glen Layout,1715.0,3.0,105.0,3
3020,Green Glen Layout,1600.0,3.0,105.0,3
3021,Green Glen Layout,1717.0,3.0,125.0,3
3022,Green Glen Layout,1250.0,2.0,75.0,2
3023,Green Glen Layout,1715.0,3.0,112.0,3
3024,Gubbalala,1470.0,2.0,82.0,3
3025,Gubbalala,1745.0,3.0,125.0,3
3026,Gubbalala,1745.0,3.0,104.0,3
3027,Gubbalala,1745.0,3.0,115.0,3
3028,Gubbalala,1745.0,3.0,110.0,3
3031,Gubbalala,2570.0,4.0,141.0,5
3032,Gubbalala,1008.0,2.0,32.25,2
3033,Gubbalala,1205.0,2.0,70.0,2
3035,Gubbalala,5000.0,4.0,425.0,4
3036,Gubbalala,1435.0,2.0,80.0,3
3037,Gubbalala,1475.0,2.0,80.0,2
3038,Gubbalala,1223.0,2.0,42.81,2
3041,Gubbalala,1100.0,2.0,49.5,2
3042,Gubbalala,1060.0,2.0,46.0,2
3043,Gubbalala,2000.0,3.0,125.0,3
3044,Gubbalala,2500.0,6.0,88.0,6
3046,Gubbalala,1745.0,3.0,140.0,3
3047,Gubbalala,1745.0,3.0,130.0,3
3048,Gubbalala,1285.0,2.0,90.0,2
3049,Gunjur,1140.0,2.0,43.0,2
3050,Gunjur,1356.0,2.0,66.0,3
3051,Gunjur,1600.0,3.0,75.0,3
3052,Gunjur,2000.0,3.0,95.0,4
3053,Gunjur,1140.0,2.0,49.11,2
3054,Gunjur,1195.0,2.0,44.0,2
3055,Gunjur,1190.0,2.0,40.0,2
3056,Gunjur,1457.0,2.0,60.0,2
3057,Gunjur,6613.0,7.0,950.0,5
3058,Gunjur,1080.0,2.0,41.0,2
3061,Gunjur,1175.0,2.0,43.48,2
3062,Gunjur,1362.0,3.0,62.63,3
3063,Gunjur,1071.0,2.0,51.0,2
3064,Gunjur,1063.0,2.0,40.0,2
3065,Gunjur,1235.0,2.0,52.76,2
3066,Gunjur,1362.0,3.0,62.63,3
3067,Gunjur,1362.0,3.0,62.63,3
3068,Gunjur,1588.0,2.0,90.0,3
3069,Gunjur,1235.0,2.0,44.5,2
3070,Gunjur,1457.0,2.0,60.0,2
3071,HAL 2nd Stage,1226.0,3.0,135.0,2
3072,HAL 2nd Stage,1490.0,2.0,300.0,3
3073,HAL 2nd Stage,2100.0,3.0,252.0,3
3074,HAL 2nd Stage,600.0,3.0,145.0,2
3075,HAL 2nd Stage,2700.0,3.0,500.0,3
3076,HAL 2nd Stage,1600.0,3.0,125.0,3
3077,HAL 2nd Stage,2400.0,4.0,650.0,4
3078,HAL 2nd Stage,2280.0,4.0,615.0,4
3079,HAL 2nd Stage,2040.0,4.0,500.0,5
3082,HBR Layout,1200.0,4.0,120.0,4
3083,HBR Layout,1200.0,2.0,60.0,2
3084,HBR Layout,1004.0,2.0,49.0,2
3087,HBR Layout,1089.0,2.0,60.0,2
3088,HBR Layout,2400.0,5.0,320.0,4
3090,HBR Layout,1198.0,2.0,65.0,2
3091,HBR Layout,1200.0,4.0,115.0,4
3092,HBR Layout,1800.0,2.0,230.0,3
3093,HBR Layout,1068.0,2.0,43.0,2
3094,HBR Layout,1200.0,2.0,120.0,2
3095,HBR Layout,900.0,2.0,145.0,2
3096,HBR Layout,1832.0,3.0,160.0,3
3097,HRBR Layout,2000.0,4.0,300.0,4
3098,HRBR Layout,1374.0,2.0,95.0,2
3099,HRBR Layout,1440.0,2.0,98.0,2
3101,HRBR Layout,2800.0,3.0,250.0,3
3102,HRBR Layout,1210.0,2.0,75.0,2
3103,HRBR Layout,1200.0,2.0,170.0,4
3104,HRBR Layout,1265.0,2.0,78.0,2
3105,HRBR Layout,1200.0,3.0,180.0,4
3106,HRBR Layout,1170.0,2.0,75.0,2
3108,HRBR Layout,1900.0,3.0,90.0,4
3109,HRBR Layout,1625.0,3.0,120.0,3
3110,HRBR Layout,1301.0,2.0,120.0,2
3111,HRBR Layout,1145.0,2.0,68.5,2
3112,HRBR Layout,1200.0,3.0,240.0,3
3113,HRBR Layout,1300.0,2.0,90.0,2
3115,HSR Layout,1372.0,2.0,68.0,2
3117,HSR Layout,1475.0,3.0,75.0,3
3118,HSR Layout,1467.0,2.0,55.0,2
3119,HSR Layout,1140.0,2.0,46.0,2
3120,HSR Layout,1372.0,2.0,61.0,2
3121,HSR Layout,1750.0,3.0,95.0,3
3123,HSR Layout,1027.0,2.0,44.0,2
3124,HSR Layout,1650.0,3.0,110.0,3
3125,HSR Layout,1140.0,2.0,46.0,2
3126,HSR Layout,1372.0,2.0,61.0,2
3127,HSR Layout,1140.0,2.0,46.0,2
3128,HSR Layout,1185.0,2.0,60.0,2
3129,HSR Layout,1127.0,2.0,68.0,2
3130,HSR Layout,1600.0,2.0,115.0,3
3131,HSR Layout,1145.0,2.0,48.0,2
3132,HSR Layout,1009.0,2.0,56.0,2
3133,HSR Layout,2792.0,4.0,220.0,4
3134,HSR Layout,1300.0,2.0,98.0,2
3136,HSR Layout,1140.0,2.0,46.0,2
3137,HSR Layout,1126.0,2.0,69.0,2
3138,HSR Layout,2400.0,4.0,350.0,4
3140,HSR Layout,1140.0,2.0,46.0,2
3141,HSR Layout,1145.0,2.0,46.0,2
3142,HSR Layout,1142.0,2.0,65.0,2
3143,HSR Layout,3500.0,5.0,350.0,5
3144,HSR Layout,1145.0,2.0,46.0,2
3145,HSR Layout,2020.0,3.0,160.0,3
3146,HSR Layout,1844.0,3.0,95.0,3
3147,HSR Layout,2500.0,4.0,300.0,4
3148,HSR Layout,1203.0,2.0,72.0,2
3149,HSR Layout,1140.0,2.0,46.0,2
3150,HSR Layout,4200.0,5.0,245.0,5
3151,HSR Layout,1140.0,2.0,46.0,2
3152,HSR Layout,1145.0,2.0,46.0,2
3153,HSR Layout,1009.0,2.0,56.0,2
3154,HSR Layout,1145.0,2.0,46.0,2
3155,HSR Layout,1100.0,2.0,44.0,2
3156,HSR Layout,1203.0,2.0,60.0,2
3157,HSR Layout,1590.0,2.0,135.0,3
3158,HSR Layout,1120.0,2.0,70.0,2
3159,HSR Layout,1140.0,2.0,46.0,2
3160,HSR Layout,1289.0,2.0,70.0,2
3161,HSR Layout,1844.0,3.0,89.0,3
3162,HSR Layout,1203.0,2.0,60.0,2
3163,HSR Layout,1140.0,2.0,46.0,2
3164,Haralur Road,1240.0,2.0,70.0,2
3165,Haralur Road,1027.0,2.0,44.0,2
3167,Haralur Road,2650.0,4.0,198.0,4
3169,Haralur Road,1194.0,2.0,47.0,2
3170,Haralur Road,3385.0,5.0,260.0,4
3171,Haralur Road,1202.0,2.0,53.0,2
3172,Haralur Road,1056.0,2.0,61.0,2
3174,Haralur Road,1810.0,3.0,100.0,3
3175,Haralur Road,1194.0,2.0,46.0,2
3177,Haralur Road,1225.0,2.0,67.38,2
3178,Haralur Road,1243.0,2.0,46.0,2
3179,Haralur Road,1027.0,2.0,44.0,2
3180,Haralur Road,1920.0,3.0,115.0,3
3181,Haralur Road,1875.0,3.0,110.0,3
3182,Haralur Road,2750.0,4.0,220.0,4
3183,Haralur Road,1194.0,2.0,47.0,2
3184,Haralur Road,1140.0,2.0,43.0,2
3185,Haralur Road,1027.0,2.0,44.0,2
3186,Haralur Road,1194.0,2.0,46.0,2
3187,Haralur Road,1455.0,2.0,145.0,2
3188,Haralur Road,2017.0,3.0,125.0,3
3189,Haralur Road,1140.0,2.0,43.0,2
3190,Haralur Road,1200.0,4.0,245.0,4
3191,Haralur Road,1875.0,3.0,110.0,3
3192,Haralur Road,1092.0,2.0,44.0,2
3193,Haralur Road,2475.0,4.0,130.0,3
3194,Haralur Road,1300.0,2.0,73.0,2
3195,Haralur Road,1194.0,2.0,47.0,2
3196,Haralur Road,1243.0,2.0,46.0,2
3197,Haralur Road,1850.0,3.0,110.0,3
3198,Haralur Road,1225.0,2.0,67.38,2
3199,Haralur Road,1243.0,2.0,46.0,2
3200,Haralur Road,3400.0,5.0,240.0,4
3201,Haralur Road,1464.0,2.0,56.0,2
